date,open,high,low,close,volume,amount,symbol,data_source,amount_estimated,price_adjust,source_priority,source_fetch_time,source_error,volume_unit,quality_flags,factor,is_paused,is_st,list_date,list_date_fallback,industry,limit_up,limit_down,has_valid_ohlc,has_valid_volume,has_valid_amount,has_valid_limit,has_valid_list_date,has_valid_industry,listed_days,listed_days_fallback,avg_amount,eligible,liquidity_rank,selected,industry_source,industry_update_date,previous_amount,amount_pct_change
2024-10-28,8.79,9.66,8.4,9.25,222680500.0,2045099070.11,000006.SZ,eastmoney,False,qfq,1,2026-06-28T07:55:51.095802+00:00,,share,,1.0,False,False,1992-04-27,False,K 房地产,9.702000000000002,7.938000000000001,True,True,True,True,True,True,11872.0,False,568034793.1800001,True,122.0,True,akshare_metadata_cache,,73377981.18,26.870745927082204
2018-10-09,6.53,7.39,6.53,6.86,28670300.0,192650201.0,000007.SZ,eastmoney,False,qfq,1,2026-06-28T07:55:51.123109+00:00,,share,,1.0,False,False,1992-04-13,False,K 房地产,7.755000000000001,6.345,True,True,True,True,True,True,9675.0,False,28454472.45,True,303.0,False,akshare_metadata_cache,,6058065.0,30.80061636842787
2019-08-28,10.4,10.4,9.18,9.18,44187400.0,425875984.0,000007.SZ,eastmoney,False,qfq,1,2026-06-28T07:55:51.123109+00:00,,share,,1.0,False,False,1992-04-13,False,K 房地产,11.22,9.18,True,True,True,True,True,True,9998.0,False,60615582.65,True,259.0,True,akshare_metadata_cache,,15380070.0,26.69012000595576
2021-01-05,5.64,5.75,5.64,5.64,71435800.0,402991872.0,000007.SZ,eastmoney,False,qfq,1,2026-06-28T07:55:51.123109+00:00,,share,,1.0,False,False,1992-04-13,False,K 房地产,6.897,5.643,True,True,True,False,True,True,10494.0,False,61119725.1,True,403.0,False,akshare_metadata_cache,,5335143.0,74.53534591293992
2023-05-11,4.22,4.43,4.22,4.22,23093800.0,98536637.58,000007.SZ,eastmoney,False,qfq,1,2026-06-28T07:55:51.123109+00:00,,share,,1.0,False,False,1992-04-13,False,K 房地产,4.884000000000001,3.9960000000000004,True,True,True,True,True,True,11350.0,False,24820044.0635,True,759.0,False,akshare_metadata_cache,,2683536.0,35.71895498327579
2023-07-03,4.69,4.69,4.47,4.69,15342400.0,71339935.31,000007.SZ,eastmoney,False,qfq,1,2026-06-28T07:55:51.123109+00:00,,share,,1.0,False,False,1992-04-13,False,K 房地产,4.917,4.023,True,True,True,True,True,True,11403.0,False,17304565.603,True,830.0,False,akshare_metadata_cache,,1478680.47,47.24567359708214
2024-04-17,3.8,3.95,3.8,3.8,6592200.0,25207153.9,000007.SZ,eastmoney,False,qfq,1,2026-06-28T07:55:51.123109+00:00,,share,,1.0,False,False,1992-04-13,False,K 房地产,4.4,3.6,True,True,True,True,True,True,11692.0,False,10634457.669499999,True,931.0,False,akshare_metadata_cache,,1112800.0,21.65200745866283
2024-07-02,4.99,5.21,4.83,5.21,27123500.0,138895456.86,000007.SZ,eastmoney,False,qfq,1,2026-06-28T07:55:51.123109+00:00,,share,,1.0,False,False,1992-04-13,False,K 房地产,5.214,4.266,True,True,True,True,True,True,11768.0,False,14689726.502,True,874.0,False,akshare_metadata_cache,,5501068.0,24.2488165679828
2020-07-14,11.62,11.71,10.12,10.94,58477800.0,748667184.0,000026.SZ,eastmoney,False,qfq,1,2026-06-28T07:55:51.097305+00:00,,share,,1.0,False,False,1993-06-03,False,F 批发零售,11.671000000000001,9.549,True,True,True,True,True,True,9903.0,False,105930020.7,True,382.0,False,akshare_metadata_cache,,27123296.0,26.602367499879072
2018-06-25,11.08,11.77,11.08,11.08,550768000.0,7482723584.0,000063.SZ,eastmoney,False,qfq,1,2026-06-28T07:55:51.791870+00:00,,share,,1.0,False,False,1997-11-18,False,C 制造业,13.838000000000001,11.322000000000001,True,True,True,False,True,True,7524.0,False,1238140581.15,True,5.0,True,akshare_metadata_cache,,123625446.0,59.52737382237634
2019-02-26,13.11,13.11,11.81,11.82,112381800.0,1755540224.0,000070.SZ,eastmoney,False,qfq,1,2026-06-28T07:55:51.759515+00:00,,share,,1.0,False,False,2000-05-11,False,C 制造业,13.101,10.719000000000001,True,True,True,True,True,True,6865.0,False,559208275.7,True,26.0,True,akshare_metadata_cache,,31929686.0,53.98144341287916
2024-01-29,11.99,12.75,10.43,10.44,317055500.0,3719796869.42,000070.SZ,eastmoney,False,qfq,1,2026-06-28T07:55:51.759515+00:00,,share,,1.0,False,False,2000-05-11,False,C 制造业,12.749,10.431000000000001,True,True,True,True,True,True,8663.0,False,353246316.84650004,True,79.0,True,akshare_metadata_cache,,109971900.44,32.824975785059735
